timestamp,ecg_measurement,qrs_detected
1.599244000000000000e+07,1.730205297399999953e+00,0.000000000000000000e+00
1.599636000000000000e+07,1.725317716499999987e+00,0.000000000000000000e+00
1.600028400000000000e+07,1.735092878299999919e+00,0.000000000000000000e+00
1.600420000000000000e+07,1.749755620900000030e+00,0.000000000000000000e+00
1.600811200000000000e+07,1.739980459200000107e+00,0.000000000000000000e+00
1.601202400000000000e+07,1.730205297399999953e+00,0.000000000000000000e+00
1.601593600000000000e+07,1.730205297399999953e+00,0.000000000000000000e+00
1.601984800000000000e+07,1.739980459200000107e+00,0.000000000000000000e+00
1.602375600000000000e+07,1.759530782599999954e+00,0.000000000000000000e+00
1.602767600000000000e+07,1.769305944400000108e+00,0.000000000000000000e+00
1.603157200000000000e+07,1.769305944400000108e+00,0.000000000000000000e+00
1.603548400000000000e+07,1.779081106100000031e+00,0.000000000000000000e+00
1.603940400000000000e+07,1.788856267899999963e+00,0.000000000000000000e+00
1.604332800000000000e+07,1.803519058200000025e+00,0.000000000000000000e+00
1.604724000000000000e+07,1.818181896200000036e+00,0.000000000000000000e+00
1.605116000000000000e+07,1.808406638999999982e+00,0.000000000000000000e+00
1.605506000000000000e+07,1.803519058200000025e+00,0.000000000000000000e+00
1.605897200000000000e+07,1.818181896200000036e+00,0.000000000000000000e+00
1.606289600000000000e+07,1.842619800500000071e+00,0.000000000000000000e+00
1.606680000000000000e+07,1.857282543099999961e+00,0.000000000000000000e+00
1.607071200000000000e+07,1.862170123999999927e+00,0.000000000000000000e+00
1.607461600000000000e+07,1.867057704899999893e+00,0.000000000000000000e+00
1.607852400000000000e+07,1.876832866600000038e+00,0.000000000000000000e+00
1.608244800000000000e+07,1.896383190099999894e+00,0.000000000000000000e+00
1.608636800000000000e+07,1.901270771000000082e+00,0.000000000000000000e+00
1.609028000000000000e+07,1.886608028399999970e+00,0.000000000000000000e+00
1.609418400000000000e+07,1.862170123999999927e+00,0.000000000000000000e+00
1.609809200000000000e+07,1.852394962300000003e+00,0.000000000000000000e+00
1.610202400000000000e+07,1.847507381400000037e+00,0.000000000000000000e+00
1.610594400000000000e+07,1.827957057899999960e+00,0.000000000000000000e+00
1.610985200000000000e+07,1.798631429600000109e+00,0.000000000000000000e+00
1.611376400000000000e+07,1.769305944400000108e+00,0.000000000000000000e+00
1.611767600000000000e+07,1.754643201799999996e+00,0.000000000000000000e+00
1.612158800000000000e+07,1.754643201799999996e+00,0.000000000000000000e+00
1.612551200000000000e+07,1.749755620900000030e+00,0.000000000000000000e+00
1.612942800000000000e+07,1.735092878299999919e+00,0.000000000000000000e+00
1.613335200000000000e+07,1.725317716499999987e+00,0.000000000000000000e+00
1.613727200000000000e+07,1.725317716499999987e+00,0.000000000000000000e+00
1.614119200000000000e+07,1.739980459200000107e+00,0.000000000000000000e+00
1.614511200000000000e+07,1.749755620900000030e+00,0.000000000000000000e+00
1.614903200000000000e+07,1.744868040000000065e+00,0.000000000000000000e+00
1.615293600000000000e+07,1.739980459200000107e+00,0.000000000000000000e+00
1.615685200000000000e+07,1.735092878299999919e+00,0.000000000000000000e+00
1.616076000000000000e+07,1.749755620900000030e+00,0.000000000000000000e+00
1.616467600000000000e+07,1.754643201799999996e+00,0.000000000000000000e+00
1.616859200000000000e+07,1.749755620900000030e+00,0.000000000000000000e+00
1.617251200000000000e+07,1.715542554800000064e+00,0.000000000000000000e+00
1.617644000000000000e+07,1.730205297399999953e+00,0.000000000000000000e+00
1.618034800000000000e+07,1.783968686999999997e+00,0.000000000000000000e+00
1.618426000000000000e+07,1.886608028399999970e+00,0.000000000000000000e+00
1.618817200000000000e+07,2.067448616000000072e+00,0.000000000000000000e+00
1.619208400000000000e+07,2.331378221500000070e+00,0.000000000000000000e+00
1.619601200000000000e+07,2.678396940199999854e+00,0.000000000000000000e+00
1.619992400000000000e+07,3.064516067500000052e+00,0.000000000000000000e+00
1.620382800000000000e+07,3.387096881799999792e+00,0.000000000000000000e+00
1.620773600000000000e+07,3.499511241900000069e+00,0.000000000000000000e+00
1.621165200000000000e+07,3.323558092099999861e+00,0.000000000000000000e+00
1.621557600000000000e+07,2.937438964800000107e+00,0.000000000000000000e+00
1.621950000000000000e+07,2.429130077299999968e+00,0.000000000000000000e+00
1.622341600000000000e+07,1.930596256200000083e+00,0.000000000000000000e+00
1.622732400000000000e+07,1.524926662399999966e+00,0.000000000000000000e+00
1.623124400000000000e+07,1.256109476000000003e+00,0.000000000000000000e+00
1.623515200000000000e+07,1.143694996800000085e+00,0.000000000000000000e+00
1.623907600000000000e+07,1.163245320299999941e+00,1.000000000000000000e+00
1.624299600000000000e+07,1.251221895200000045e+00,0.000000000000000000e+00
1.624692000000000000e+07,1.373411536199999894e+00,0.000000000000000000e+00
